AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,version
0,0,0,0,84,10,31,42,517,0,5,1765,525,1766,1143,340,7,331,2,1143,3093,1,96,1046,44545,0,0,44545,5384,0,0,5384,16775,0,16775,22386,0,0,22386,4214,1,8065,4649,0,4649,3416,0,3416,1808,1803,1841,1619,16,16,7,2,4,1.33,2012,2007,2045,1813,v0.1.8
0,0,0,0,84,10,31,42,517,0,3,1765,525,1766,1094,318,7,309,2,1094,3015,0,98,996,44545,0,0,44545,5384,0,0,5384,16775,0,16775,22386,0,0,22386,4163,1,8065,4649,0,4649,3416,0,3416,1755,1750,1788,1569,16,16,7,2,4,1.33,2012,2007,2045,1813,v0.1.8.1
0,0,0,0,84,10,31,42,519,1,2,1791,528,1795,1266,371,1,368,2,1267,3365,0,110,1157,44841,0,0,44841,5413,0,0,5413,16733,0,16733,22695,0,0,22695,1952,0,8012,4696,0,4696,3316,0,3316,1872,1871,1886,1733,8,8,7,3,4,1.36,1994,1989,2009,1835,v0.1.9
0,0,0,0,84,10,31,42,520,1,5,1759,529,1763,1165,349,1,346,2,1166,3207,0,110,1056,44436,0,0,44436,5374,0,0,5374,16502,0,16502,22560,0,0,22560,1901,0,7941,4656,0,4656,3285,0,3285,1782,1777,1797,1634,10,8,7,2,4,1.37,1962,1957,1977,1803,v0.1.9.1
0,0,0,0,84,10,31,42,520,0,4,1759,529,1763,1131,334,1,331,2,1131,3197,1,110,1020,44436,0,0,44436,5374,0,0,5374,16502,0,16502,22560,0,0,22560,1820,0,7941,4656,0,4656,3285,0,3285,1739,1738,1753,1598,8,8,7,3,4,1.37,1962,1957,1977,1803,v0.1.9.2
0,0,0,0,85,10,31,43,576,0,2,1982,586,1989,1229,359,1,357,1,1229,3373,1,122,1106,49956,0,0,49956,6052,0,0,6052,18617,0,18617,25287,0,0,25287,2012,0,8913,5215,0,5215,3698,0,3698,1932,1931,1948,1776,8,8,7,3,4,1.36,2210,2205,2228,2032,v0.2
0,0,0,0,85,10,31,43,576,0,7,1982,586,1989,1238,355,1,353,1,1238,3310,1,125,1112,49956,0,0,49956,6052,0,0,6052,18617,0,18617,25287,0,0,25287,2020,0,8913,5215,0,5215,3698,0,3698,1940,1939,1955,1785,8,8,7,3,4,1.36,2210,2205,2228,2032,v0.2.1
0,0,0,0,85,10,31,43,576,2,10,1983,586,1990,1154,316,1,314,1,1156,3218,3,125,1028,49966,0,0,49966,6053,0,0,6053,18621,0,18621,25292,0,0,25292,1972,0,8915,5216,0,5216,3699,0,3699,1856,1851,1873,1698,10,8,7,3,4,1.36,2211,2206,2229,2033,v0.2.1.1
0,0,0,0,85,10,31,43,576,2,4,1983,586,1990,1250,363,1,361,1,1252,3274,3,120,1129,49966,0,0,49966,6053,0,0,6053,18621,0,18621,25292,0,0,25292,2076,0,8915,5216,0,5216,3699,0,3699,1959,1954,1977,1798,10,8,7,3,4,1.36,2211,2206,2229,2033,v0.2.1.2
0,0,0,0,84,10,31,42,597,2,4,2037,609,2045,1260,346,1,344,1,1262,4284,3,137,1122,51219,0,0,51219,6232,0,0,6232,19118,0,19118,25869,0,0,25869,2104,0,9153,5366,0,5366,3787,0,3787,1987,1982,2004,1818,11,8,7,3,4,1.35,2271,2266,2289,2089,v0.2.2
0,0,0,0,84,10,31,42,597,2,5,2045,609,2053,1220,334,2,331,1,1222,4450,1,145,1076,51340,0,0,51340,6263,0,0,6263,19132,0,19132,25945,0,0,25945,2050,0,9195,5375,0,5375,3820,0,3820,1942,1937,1959,1775,11,8,7,3,4,1.36,2282,2277,2299,2097,v0.2.3
0,0,0,0,84,10,31,42,599,2,4,2053,611,2061,1334,379,1,376,2,1336,4696,3,145,1188,51609,0,0,51609,6300,0,0,6300,19282,0,19282,26027,0,0,26027,2122,0,9265,5396,0,5396,3869,0,3869,2056,2055,2072,1888,8,8,7,3,4,1.35,2290,2285,2307,2105,v0.2.4
0,0,0,0,84,10,31,42,603,4,9,2065,615,2073,1202,317,3,312,2,1206,4425,3,151,1052,51923,0,0,51923,6334,0,0,6334,19395,0,19395,26194,0,0,26194,1992,0,9313,5432,0,5432,3881,0,3881,1924,1923,1937,1760,8,8,7,3,4,1.35,2303,2298,2320,2117,v0.2.5
0,0,0,0,84,10,31,42,606,4,5,2073,618,2081,1327,369,2,365,2,1331,4568,3,146,1182,52140,0,0,52140,6367,0,0,6367,19495,0,19495,26278,0,0,26278,2127,0,9360,5454,0,5454,3906,0,3906,2059,2058,2075,1889,8,8,7,2,4,1.35,2315,2310,2332,2127,v0.2.6
0,0,0,0,85,10,32,42,631,20,7,2151,643,2158,1211,298,3,293,2,1231,4531,2,170,1059,54960,0,0,54960,6609,0,0,6609,21156,0,21156,27195,0,0,27195,2022,0,9729,5667,0,5667,4062,0,4062,1952,1951,1967,1784,8,8,7,3,4,1.29,2399,2394,2417,2203,v0.3.0
0,0,0,0,85,10,32,42,631,21,7,2149,643,2157,1364,366,3,361,2,1385,4807,2,172,1211,54955,0,0,54955,6601,0,0,6601,21135,0,21135,27219,0,0,27219,2181,0,9706,5675,0,5675,4031,0,4031,2112,2111,2127,1938,8,8,7,3,4,1.29,2393,2388,2410,2201,v0.3.1
0,0,0,0,87,10,34,42,755,21,19,2580,767,2588,1674,511,3,506,2,1695,5631,1,226,1468,66897,0,0,66897,8070,0,0,8070,26294,0,26294,32533,0,0,32533,2691,0,11911,6849,0,6849,5062,0,5062,2615,2614,2639,2403,8,8,7,3,4,1.24,2870,2865,2897,2637,v0.3.10
0,0,0,0,87,10,34,42,758,21,9,2618,771,2626,1531,435,2,431,2,1552,5476,2,230,1320,67567,0,0,67567,8153,0,0,8153,26612,0,26612,32802,0,0,32802,2562,0,12034,6904,0,6904,5130,0,5130,2487,2486,2513,2282,8,8,7,2,4,1.23,2912,2907,2939,2675,v0.3.11
0,0,0,0,87,10,34,42,758,19,10,2613,771,2621,1687,512,2,508,2,1706,5746,1,226,1479,67537,0,0,67537,8149,0,0,8149,26611,0,26611,32777,0,0,32777,2712,0,12031,6901,0,6901,5130,0,5130,2638,2637,2664,2429,8,8,7,3,4,1.23,2907,2902,2934,2670,v0.3.12
0,0,0,0,87,10,34,42,810,20,10,2802,823,2810,1712,504,10,492,2,1732,6002,5,237,1490,72280,0,0,72280,8764,0,0,8764,28537,0,28537,34979,0,0,34979,2785,0,12993,7410,0,7410,5583,0,5583,2711,2708,2742,2498,8,8,7,3,4,1.23,3111,3104,3143,2865,v0.3.13
0,0,0,0,88,10,34,42,818,25,30,2840,831,2848,1665,460,10,448,2,1690,6002,8,246,1436,73155,0,0,73155,8878,0,0,8878,28853,0,28853,35424,0,0,35424,2813,0,13159,7491,0,7491,5668,0,5668,2702,2695,2733,2476,11,8,7,3,4,1.23,3155,3148,3187,2903,v0.3.14
0,0,0,0,88,10,34,42,819,3,42,2868,832,2876,1822,526,11,513,2,1825,6152,6,246,1573,73730,0,0,73730,8941,0,0,8941,29090,0,29090,35699,0,0,35699,2954,0,13312,7584,0,7584,5728,0,5728,2836,2829,2868,2610,11,8,7,3,4,1.23,3185,3178,3217,2934,v0.3.15
0,0,0,0,88,10,35,42,823,3,39,2884,837,2892,1750,475,9,464,2,1753,5850,8,245,1500,74094,0,0,74094,8989,0,0,8989,29311,0,29311,35794,0,0,35794,2824,0,13421,7609,0,7609,5812,0,5812,2749,2746,2789,2536,8,8,7,3,4,1.22,3210,3203,3253,2959,v0.3.16
0,0,0,0,85,10,32,42,631,19,4,2150,643,2158,1313,354,1,351,2,1332,4719,2,163,1167,54976,0,0,54976,6601,0,0,6601,21154,0,21154,27221,0,0,27221,2118,0,9707,5676,0,5676,4031,0,4031,2048,2047,2062,1886,8,8,7,3,4,1.29,2394,2389,2411,2202,v0.3.2
0,0,0,0,85,10,32,42,631,16,6,2150,643,2158,1277,346,2,342,2,1293,4593,1,159,1133,55004,0,0,55004,6605,0,0,6605,21163,0,21163,27236,0,0,27236,2126,0,9713,5679,0,5679,4034,0,4034,2017,2012,2031,1849,11,8,7,3,4,1.29,2394,2389,2411,2202,v0.3.3
0,0,0,0,85,10,32,42,631,21,7,2150,643,2158,1258,324,2,320,2,1279,4609,3,168,1108,54995,0,0,54995,6604,0,0,6604,21161,0,21161,27230,0,0,27230,2071,0,9711,5678,0,5678,4033,0,4033,2001,2000,2014,1834,8,8,7,3,4,1.29,2394,2389,2411,2202,v0.3.4
0,0,0,0,87,10,34,42,699,20,9,2404,711,2412,1391,390,3,385,2,1411,5048,3,206,1202,61861,0,0,61861,7455,0,0,7455,24185,0,24185,30221,0,0,30221,2389,0,11005,6351,0,6351,4654,0,4654,2281,2276,2305,2087,11,8,7,3,4,1.25,2680,2675,2706,2461,v0.3.5
0,0,0,0,87,10,34,42,699,19,9,2404,711,2412,1335,376,3,371,2,1354,5014,1,205,1148,61861,0,0,61861,7455,0,0,7455,24185,0,24185,30221,0,0,30221,2285,0,11005,6351,0,6351,4654,0,4654,2212,2211,2236,2026,8,8,7,3,4,1.25,2680,2675,2706,2461,v0.3.6
0,0,0,0,87,10,34,42,699,18,6,2404,711,2412,1396,387,1,384,2,1414,5119,2,203,1209,61860,0,0,61860,7455,0,0,7455,24184,0,24184,30221,0,0,30221,2392,0,11005,6351,0,6351,4654,0,4654,2283,2278,2308,2091,11,8,7,3,4,1.25,2680,2675,2706,2461,v0.3.7
