AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,version
1,1,1,1,81,13,45,21,2706,45,156,17574,3090,14847,11399,1973,1502,439,32,11444,16100,716,450,10278,250662,495,2475,233450,41559,51,374,38113,140737,1866,129608,67910,3,237,65752,53604,1,72470,33389,290,33099,39242,844,38398,19352,19308,19706,17607,17,17,11,4,6,0.48,20261,20217,20624,18432,v1.2.10
1,1,1,1,76,13,45,16,2703,43,147,17551,3088,14825,11518,1947,1483,432,32,11561,13622,709,405,10447,235247,496,2475,217782,41521,51,374,38074,140612,1866,129475,52413,3,237,50255,53563,1,72396,33361,290,33071,39196,844,38352,19334,19300,19676,17665,17,17,11,3,6,0.37,20225,20181,20587,18407,v1.2.11
1,1,1,1,76,13,45,16,2707,53,147,17564,3092,14834,11302,1923,1452,439,32,11355,13419,706,400,10249,235432,496,2475,217960,41552,51,374,38103,140706,1866,129564,52473,3,237,50315,53402,1,72440,33387,290,33097,39214,844,38370,19163,19129,19514,17493,17,17,11,3,6,0.37,20239,20195,20601,18420,v1.2.12
1,1,1,1,76,13,45,16,2709,53,159,17577,3094,14846,11328,1932,1464,436,32,11381,13470,714,403,10264,235932,496,2475,218460,41613,51,374,38164,141061,1866,129919,52556,3,237,50398,53505,1,72632,33418,290,33128,39375,844,38531,19272,19238,19634,17556,17,17,11,3,6,0.37,20293,20249,20661,18445,v1.2.13
1,1,1,1,75,13,45,15,2713,45,151,17640,3099,14865,11359,1969,1510,427,32,11404,13415,722,446,10236,233383,496,2475,215864,41752,51,374,38295,141423,1866,130269,49486,3,237,47322,53621,1,72859,33473,290,33183,39547,844,38703,19391,19347,19752,17606,17,17,11,3,6,0.35,20380,20336,20747,18503,v1.2.14
1,1,1,1,75,13,45,15,2713,43,155,17641,3100,14866,11624,2033,1569,432,32,11667,13818,734,423,10510,233439,496,2475,215894,41763,51,374,38300,141459,1866,130291,49495,3,237,47325,53841,1,72867,33474,290,33184,39554,844,38710,19627,19589,19978,17852,17,17,11,3,6,0.35,20381,20337,20748,18504,v1.2.15
1,1,1,1,76,13,46,16,2484,43,146,16474,2856,13928,10953,1894,1444,418,32,10996,13097,650,399,9947,217898,496,2475,200927,38912,51,374,35596,132300,1866,121467,45941,3,237,43873,52579,1,68136,31287,290,30997,37010,844,36166,18409,18375,18748,16769,17,17,11,3,5,0.35,19002,18962,19350,17266,v1.2.16
1,1,1,1,75,13,45,16,2101,34,109,14256,2452,12090,9319,1581,1178,375,28,9353,10683,549,331,8473,184699,496,2475,168488,32957,51,374,29810,110690,1866,100334,40305,3,237,38351,15943,1,56941,27007,290,26717,30095,844,29251,15584,15580,15870,14360,13,13,8,3,5,0.36,16160,16152,16450,14847,v1.2.17
1,1,1,1,81,13,45,21,2706,54,189,17539,3090,14812,11707,2034,1567,435,32,11761,16512,744,440,10577,250293,495,2459,233112,41477,51,374,38031,140504,1850,129406,67856,3,237,65698,53902,1,72275,33348,285,33063,39082,836,38246,19664,19624,20023,17905,17,17,11,4,6,0.48,20221,20177,20584,18395,v1.2.2
1,1,1,1,81,13,45,21,2705,44,148,17534,3089,14808,11608,2019,1558,429,32,11652,16384,726,432,10494,250224,495,2459,233042,41468,51,374,38022,140454,1850,129355,67846,3,237,65688,53740,1,72266,33334,285,33049,39087,836,38251,19510,19470,19865,17778,17,17,11,4,6,0.48,20216,20172,20579,18390,v1.2.3
